RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
985,80790126,Customer_984,781,France,Male,29,1,164441.35,3,0,0,144586.85,1
986,48187510,Customer_985,793,Spain,Male,24,2,141098.85,2,1,1,74255.76,0
987,12609089,Customer_986,668,Germany,Male,20,5,233239.16,1,1,0,43379.81,1
988,62840397,Customer_987,563,France,Male,27,7,146627.95,3,0,1,141854.31,0
989,27691444,Customer_988,466,Spain,Male,51,7,131520.63,2,0,0,94524.2,1
990,10953959,Customer_989,735,Germany,Male,42,8,189827.71,1,0,1,24737.12,0
991,54132455,Customer_990,693,Spain,Female,52,6,178166.4,3,1,0,90175.59,1
992,59818662,Customer_991,421,Spain,Female,33,1,48290.0,2,0,0,80081.32,0
993,20016389,Customer_992,744,Spain,Male,19,7,117827.07,3,1,0,129782.45,1
994,97255618,Customer_993,413,Spain,Male,41,6,118128.86,3,0,0,84297.33,1
995,21630982,Customer_994,554,Germany,Female,27,7,94556.13,1,1,1,45732.54,0
996,60676914,Customer_995,558,Germany,Female,55,2,129323.37,1,1,0,104590.17,1
997,36704425,Customer_996,421,Germany,Female,39,6,103276.85,2,0,1,85960.56,0
998,71298111,Customer_997,626,France,Female,43,9,49836.37,1,0,0,42626.25,0
999,55014515,Customer_998,623,Germany,Male,60,8,103091.62,2,1,1,90307.9,1
1000,64869006,Customer_999,827,Spain,Male,56,2,18069.24,3,1,0,125014.98,1
